LeaseName,WellNumber,WellStatus,WellType,WellTypeLa,OperatorCo,OperatorNa,Latitude,Longitude
L.A.Investment 1,67,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.99995804,-118.3721695
Lease by Chevron U.S.A. Inc.,1,Plugged,DH,Dry Hole,C5640,Chevron U.S.A. Inc.,33.99996185,-118.3835449
Pellissier,5,Plugged,OG,Oil & Gas,10374,Watt Communities at Hadley Trails LLC,33.99998093,-118.054779
BC,64,Plugged,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,33.99998093,-118.3604889
LAI 1,418,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,33.99999237,-118.3699493
LAI 1,5642,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,33.99999619,-118.3699875
C.W.O.D.,14-F,Plugged,OG,Oil & Gas,G1200,General Exploration Co.,34.00000381,-118.164856
L.A.Investment 1,55,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,34.00000381,-118.3713684
BC,202,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00001526,-118.3647079
L.A.Investment 1,189,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,34.00001907,-118.3710938
LAI 1,416,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00001907,-118.3700638
Butler,1,Plugged,OG,Oil & Gas,1141,C. R. Butler,34.00003433,-117.9047852
LAI 1-BC-LW,7,Plugged,WF,Waterflood,C5640,Chevron U.S.A. Inc.,34.00004578,-118.3680878
LAI 1,756,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00004959,-118.3682404
LAI 1,5654,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00004959,-118.3681946
C.W.O.D.,18,Plugged,OG,Oil & Gas,G1200,General Exploration Co.,34.00006104,-118.1648254
LAI 1,5662,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00006485,-118.3681335
LAI 1,191,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00006866,-118.370224
LAI 1,217,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00008774,-118.3681488
LAI 1,315-A,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00008774,-118.3701858
Baldwin-Cienega,54,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00011444,-118.3618393
L.A.Investment 1,6,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,34.00012589,-118.3731537
C.W.O.D.,22,Plugged,OG,Oil & Gas,G1200,General Exploration Co.,34.00014114,-118.164772
Baldwin-Cienega,422,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,34.00014114,-118.3647003
LAI 1,412,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00014496,-118.3701401
BC,133,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.0001564,-118.3636627
Baldwin-Cienega,23,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,34.00016022,-118.3656692
BC,260,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00017166,-118.3656158
LAI 1,421,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00017548,-118.3702927
LAI 1,140,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00019455,-118.3688736
C.W.O.D.,21,Plugged,OG,Oil & Gas,G1200,General Exploration Co.,34.00021362,-118.1647492
VIC-LAI-LW,2,Plugged,UNK,Unknown,S2641,Sentinel Peak Resources California LLC,34.00021744,-118.3742905
Vail,1,Plugged,DH,Dry Hole,S7500,The Superior Oil Co.,34.00024033,-118.1268616
BC,636,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00024033,-118.3618622
BC,205,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00024796,-118.3636322
Vail,2,Plugged,OG,Oil & Gas,A4525,Atlantic Richfield Company,34.00025177,-118.1388321
BC,6642,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00025177,-118.3637848
LAI 1,101-A,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.0002594,-118.3703537
Rideout-Hamburg,1,Plugged,OG,Oil & Gas,8355,The Howard Co.,34.00026321,-118.0528564
Butler,1,Plugged,DH,Dry Hole,C5640,Chevron U.S.A. Inc.,34.00026703,-117.9104004
C.W.O.D.,17,Plugged,OG,Oil & Gas,G1200,General Exploration Co.,34.00027084,-118.1647263
BC,6622,Idle,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00031662,-118.3655777
BC,203,Plugged,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00032425,-118.3638992
C.W.O.D.,11-C,Plugged,OG,Oil & Gas,G1200,General Exploration Co.,34.00033188,-118.1646957
BC,6632,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00033569,-118.363678
Baldwin-Cienega,333,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,34.00034714,-118.3638534
Lusti,1,Plugged,OG,Oil & Gas,6204,"Ned Barmore, Trustee",34.00035095,-117.898613
BC,123,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00036621,-118.3649445
Witte-Vining,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,34.00037003,-118.0508957
Atlas,1,Plugged,OG,Oil & Gas,R3900,Rothschild Oil Co.,34.000377,-118.054844
Vickers 1,64,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00039291,-118.3754425
BC,323,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00040054,-118.3656082
Lusty,2,Plugged,OG,Oil & Gas,6204,"Ned Barmore, Trustee",34.00041199,-117.9037628
VS Core Hole,17,Idle,CH,Core Hole,C5640,Chevron U.S.A. Inc.,34.000444,-118.156365
Baldwin-Cienega,44,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00049591,-118.363121
BC-LAI-LW,17,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00049591,-118.3668137
LAI 1,646,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00050354,-118.3727722
BC,423,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00051117,-118.3656845
Patterson,1,Plugged,DH,Dry Hole,C5640,Chevron U.S.A. Inc.,34.00052261,-118.0916977
LAI 1,142,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00052643,-118.3727722
LAI 1,946,Active,Multi,Multi-Purpose,S2641,Sentinel Peak Resources California LLC,34.00055313,-118.3729935
Atlas,2,Plugged,OG,Oil & Gas,R3900,Rothschild Oil Co.,34.000576,-118.055593
LAI 1,186,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00057602,-118.3728561
Rowland,2,Plugged,OG,Oil & Gas,4486,J. W. Dietzel,34.00057602,-117.9022293
LAI 1,143,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00058365,-118.3718338
BC,254,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00058746,-118.3611832
LAI 1,424,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00060272,-118.3719559
BC,632,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00060654,-118.3625107
LAI 1,5631,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00061417,-118.3718491
Baldwin-Cienega,154,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,34.0006218,-118.3623352
BC,13,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00062561,-118.36689
LAI 1,383,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00064087,-118.3728867
LAI 1,310,Plugged,UNK,Unknown,S2641,Sentinel Peak Resources California LLC,34.0006485,-118.3729477
LAI 1,425,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.0006485,-118.371994
Stocker,1,Plugged,DH,Dry Hole,C5640,Chevron U.S.A. Inc.,34.00065231,-118.3475647
LAI 1,5611,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00065613,-118.3718796
Witte-Vining,2,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,34.00066757,-118.051033
BC,234,Plugged,Multi,Multi-Purpose,S2641,Sentinel Peak Resources California LLC,34.00067139,-118.3635101
LAI 1,422,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00067902,-118.3720245
Baldwin-Cienega,244,Plugged,WF,Waterflood,C5640,Chevron U.S.A. Inc.,34.00072098,-118.3623657
LAI 1,5621,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00072861,-118.3720779
Simons,1,Plugged,DH,Dry Hole,A4525,Atlantic Richfield Company,34.00073242,-118.1283264
LAI 1,314,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00076294,-118.3720322
LAI 1,5651,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00077057,-118.3680801
LAI 1,466,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00078201,-118.368042
BC-LAI 1,465,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.000783,-118.367884
LAI 1,396,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00078583,-118.3679733
BC,353,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00078964,-118.3626556
LAI 1,35,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.0008049,-118.3681641
BC,75,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00083542,-118.3626938
BC,212,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00083923,-118.3663864
BC-LAI-1,441,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.000841,-118.366474
L.A.Investment 1,57,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,34.00085449,-118.3722305
LAI 1,378,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00085449,-118.3684845
LAI 1-BC-LW,15,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,34.00087738,-118.367981
BC,76,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00088501,-118.3627319
BC,34,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00088882,-118.3644257
L.A.Investment 1,40,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,34.00089264,-118.3695145
BC,204,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00092697,-118.3627701
Vickers 1,26,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00094986,-118.3746872
BC-LAI-LW,313,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00096512,-118.3666382
Pellissier,1,Plugged,OG,Oil & Gas,R3900,Rothschild Oil Co.,34.000967,-118.053708
Pellissier,1,Plugged,OG,Oil & Gas,4358,J. E. O'Donnell,34.000967,-118.053708
LAI 1,56,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00099182,-118.3708649
Vickers 1,89-A,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00099182,-118.3796692
Pellissier,9,Plugged,OG,Oil & Gas,5841,McVicar-Rood Montebello Ltd.,34.00101089,-118.0538788
Baldwin-Cienega,523,Plugged,WF,Waterflood,C5640,Chevron U.S.A. Inc.,34.00101089,-118.3650284
Bandini,1,Plugged,DH,Dry Hole,6799,Petroleum Securities Co.,34.00101852,-118.1840591
VIC-LAI-LW,7,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00102615,-118.3771591
BC,620,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00104523,-118.3650055
Vickers 1,82,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00105286,-118.3768616
BC-LAI 1,801,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00107956,-118.3668289
LAI 1,292,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00109482,-118.373497
LAI 1,204,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00111008,-118.3692627
BC,144,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00117493,-118.3627853
L.A. Investment 1,65,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00118256,-118.3734741
Aeco-Pellissier,3,Plugged,OG,Oil & Gas,P0125,Phillip & Phyllis Pace-Trustee,34.00120544,-118.0530472
Vickers 1,746,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00121307,-118.3748627
Baldwin-Cienega,55,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00121307,-118.3617783
Vickers 1,47,Plugged,UNK,Unknown,S2641,Sentinel Peak Resources California LLC,34.00121307,-118.3770065
Gregg,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,34.0012174,-118.0566211
L.A.Investment 1,206,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,34.00122833,-118.3703079
Vickers 1,78,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00123978,-118.3748779
Baldwin-Cienega,24,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,34.00124741,-118.3656006
Stocker-BC-LAI 1-LW,2,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00124741,-118.3680496
Gregg,1-A,Idle,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,34.0012506,-118.0566699
Vickers 1,43,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00125122,-118.3754883
BC,621,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.001297,-118.3642578
U. P. Unit,4,Active,OG,Oil & Gas,M2600,Matrix Oil Corporation,34.00131607,-118.1452866
BC,6641,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00132751,-118.3642349
LAI 1,109,Plugged,UNK,Unknown,S2641,Sentinel Peak Resources California LLC,34.00135803,-118.3687439
Aeco-Pellissier,2,Plugged,OG,Oil & Gas,P0125,Phillip & Phyllis Pace-Trustee,34.00136566,-118.0519714
LAI 1,266,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00139618,-118.3719711
Vickers 1,104,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00140381,-118.3748703
LAI 1,136,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00141907,-118.3703156
LAI 1,103,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00144196,-118.3718948
LAI 1,257,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00148392,-118.3721924
Vickers 1,93,Plugged,UNK,Unknown,S2641,Sentinel Peak Resources California LLC,34.00148392,-118.3778381
LAI-VIC-LW,5,Plugged,UNK,Unknown,S2641,Sentinel Peak Resources California LLC,34.00148773,-118.3739395
Aeco-Rhc,3,Plugged,OG,Oil & Gas,P0125,Phillip & Phyllis Pace-Trustee,34.00149536,-118.0520782
BC,134,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00149918,-118.3640213
BC,214,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00151825,-118.3662491
Vickers 1,106,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00152206,-118.3765259
LAI 1,439,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00152206,-118.3739548
BC,324,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00154114,-118.3648987
LAI 1,303,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00155258,-118.3731537
BC,255,Plugged,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00157928,-118.3620682
BC,6621,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.0015831,-118.3647613
LAI 1,263,Plugged,UNK,Unknown,S2641,Sentinel Peak Resources California LLC,34.0015831,-118.3688278
Baldwin-Cienega,45,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00159073,-118.3630218
LAI 1,4681,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.001591,-118.374094
VS Core Hole,25,Idle,CH,Core Hole,C5640,Chevron U.S.A. Inc.,34.001593,-118.132252
Lease by Central Oil Co.,60,Idle,OG,Oil & Gas,1467,Central Oil Co.,34.00159836,-118.0202026
Pauley Brooks Community,1,Plugged,DH,Dry Hole,P1500,Pauly Petroleum Inc.,34.00160217,-118.4707642
Vickers 1,846,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00162125,-118.3764267
BC,314,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00162506,-118.3663559
LAI 1-VIC 1,4564,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00163651,-118.3740921
Vickers 1,81,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00164413,-118.3753281
BC,14,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00165558,-118.3668213
LAI 1,145,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00167084,-118.3741226
LAI 1,283,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00167465,-118.3684158
BC,220,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00168228,-118.3648834
LAI 1,221,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00169754,-118.3731232
LAI 1,92,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00170898,-118.3732681
Vickers 1,61,Plugged,UNK,Unknown,S2641,Sentinel Peak Resources California LLC,34.00170898,-118.3764954
BC,235,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00172043,-118.3638534
LAI 1,450,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.0017395,-118.3732986
LAI 1,945,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00174713,-118.3741913
BC,6533,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00176239,-118.3648224
LAI 1,275,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.0017662,-118.3732529
Community,2-Jan,Plugged,OG,Oil & Gas,509,"Atlas Production, Inc.",34.001769,-118.057213
LAI 1,267,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00177765,-118.3699341
LAI 1,298,Idle,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00181198,-118.3733978
C.M.D.,1,Plugged,OG,Oil & Gas,A4525,Atlantic Richfield Company,34.0018158,-118.1404114
LAI 1,467,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00183487,-118.3723602
LAI 1,411,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00184631,-118.3700027
Edison U.P. Unit,2,Active,OG,Oil & Gas,M2600,Matrix Oil Corporation,34.00185394,-118.1437607
Aeco-Pellissier,1,Plugged,OG,Oil & Gas,P0125,Phillip & Phyllis Pace-Trustee,34.00186539,-118.0527115
Aeco-Rhc,2,Plugged,OG,Oil & Gas,P0125,Phillip & Phyllis Pace-Trustee,34.00186539,-118.0526428
LAI 1,417,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.0018692,-118.3724213
LAI 1,410,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00188065,-118.3700409
L.A. Investment 1,36,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,34.00188446,-118.3681412
LAI 1,220,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00189209,-118.3683548
LAI 1,362,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00189972,-118.3722839
LAI 1,199-A,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00190735,-118.3683701
LAI 1,208,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00191116,-118.3699951
Whitley,1,Plugged,OG,Oil & Gas,2317,E & E Prod.,34.001953,-118.055062
BC,35,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00195694,-118.3642883
Baldwin-Cienega,245,Plugged,WF,Waterflood,C5640,Chevron U.S.A. Inc.,34.00196075,-118.3630676
L.A.Investment 1,39,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,34.00196838,-118.3694534
LAI 1,379,Active,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00197601,-118.3702469
LAI-VIC-LW,3,Idle,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00199509,-118.374321
BC,650,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.002014,-118.365265
BC,124,Plugged,WF,Waterflood,S2641,Sentinel Peak Resources California LLC,34.00202179,-118.365387
LAI 1,59,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00202942,-118.3724136
Vickers 1,25,Plugged,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00205994,-118.3752823
LAI 1,5534,Active,OG,Oil & Gas,S2641,Sentinel Peak Resources California LLC,34.00207138,-118.3707046
