FIPS,Area Name,Census Tract,Total Population:,Total: White,Total: Black,Total: AmerIndian,Total: Asian,Total: Hawaiian and PacIslander,Total: Other,Total: Mixed,% Total: White,% Total: Black,% Total: AmerIndian,% Total: Asian,% Total: Hawaiian and PacIslander,% Total: Other,% Total: Mixed,Total: Not Hispanic or Latino,Total: Hispanic or Latino,% Total: Not Hispanic or Latino,% Total: Hispanic or Latino
6037269800,Census Tract 2698,269800,3046,1692,224,0,856,0,138,136,55.55,7.35,0,28.1,0,4.53,4.46,2608,438,85.62,14.38
6037269903,Census Tract 2699.03,269903,3421,1478,299,20,781,0,496,347,43.2,8.74,0.58,22.83,0,14.5,10.14,2719,702,79.48,20.52
6037269904,Census Tract 2699.04,269904,3927,2390,502,0,710,38,124,163,60.86,12.78,0,18.08,0.97,3.16,4.15,3357,570,85.49,14.51
6037269905,Census Tract 2699.05,269905,2459,1094,315,0,511,0,386,153,44.49,12.81,0,20.78,0,15.7,6.22,1829,630,74.38,25.62
6037269906,Census Tract 2699.06,269906,3158,1780,209,14,636,77,294,148,56.36,6.62,0.44,20.14,2.44,9.31,4.69,2358,800,74.67,25.33
6037269907,Census Tract 2699.07,269907,2692,1383,506,0,525,0,135,143,51.37,18.8,0,19.5,0,5.01,5.31,2244,448,83.36,16.64
6037270100,Census Tract 2701,270100,4202,1768,492,78,1119,0,360,385,42.08,11.71,1.86,26.63,0,8.57,9.16,3534,668,84.1,15.9
6037270200,Census Tract 2702,270200,3226,1950,210,41,345,0,486,194,60.45,6.51,1.27,10.69,0,15.07,6.01,1535,1691,47.58,52.42
6037270300,Census Tract 2703,270300,2542,815,913,2,264,0,454,94,32.06,35.92,0.08,10.39,0,17.86,3.7,1649,893,64.87,35.13
6037271100,Census Tract 2711,271100,2445,1562,52,0,552,3,176,100,63.89,2.13,0,22.58,0.12,7.2,4.09,1986,459,81.23,18.77
6037271200,Census Tract 2712,271200,2770,1569,185,0,510,0,370,136,56.64,6.68,0,18.41,0,13.36,4.91,1783,987,64.37,35.63
6037271300,Census Tract 2713,271300,4395,3103,25,79,834,0,234,120,70.6,0.57,1.8,18.98,0,5.32,2.73,3719,676,84.62,15.38
6037271400,Census Tract 2714,271400,3743,2834,46,0,391,46,150,276,75.71,1.23,0,10.45,1.23,4.01,7.37,3332,411,89.02,10.98
6037271500,Census Tract 2715,271500,3187,2467,105,16,423,36,38,102,77.41,3.29,0.5,13.27,1.13,1.19,3.2,2835,352,88.96,11.04
6037271600,Census Tract 2716,271600,4811,2661,209,29,1402,0,85,425,55.31,4.34,0.6,29.14,0,1.77,8.83,4137,674,85.99,14.01
6037271701,Census Tract 2717.01,271701,5694,3008,743,21,1463,31,268,160,52.83,13.05,0.37,25.69,0.54,4.71,2.81,5003,691,87.86,12.14
6037271702,Census Tract 2717.02,271702,3918,1612,231,72,1440,0,384,179,41.14,5.9,1.84,36.75,0,9.8,4.57,3240,678,82.7,17.3
6037271801,Census Tract 2718.01,271801,3071,1475,219,0,850,9,397,121,48.03,7.13,0,27.68,0.29,12.93,3.94,2207,864,71.87,28.13
6037271802,Census Tract 2718.02,271802,5644,3315,301,11,1355,0,515,147,58.73,5.33,0.19,24.01,0,9.12,2.6,4053,1591,71.81,28.19
6037271901,Census Tract 2719.01,271901,3245,1874,288,38,607,0,321,117,57.75,8.88,1.17,18.71,0,9.89,3.61,2319,926,71.46,28.54
6037271902,Census Tract 2719.02,271902,4207,2337,283,309,434,0,649,195,55.55,6.73,7.34,10.32,0,15.43,4.64,2804,1403,66.65,33.35
6037272100,Census Tract 2721,272100,4578,3403,42,226,258,19,262,368,74.33,0.92,4.94,5.64,0.42,5.72,8.04,3278,1300,71.6,28.4
6037272201,Census Tract 2722.01,272201,2390,1431,51,0,263,0,502,143,59.87,2.13,0,11,0,21,5.98,1431,959,59.87,40.13
6037272202,Census Tract 2722.02,272202,3359,2095,163,30,309,29,445,288,62.37,4.85,0.89,9.2,0.86,13.25,8.57,1973,1386,58.74,41.26
6037272301,Census Tract 2723.01,272301,3045,2068,117,10,440,3,139,268,67.91,3.84,0.33,14.45,0.1,4.56,8.8,2190,855,71.92,28.08
6037272302,Census Tract 2723.02,272302,4457,2477,169,20,456,0,1252,83,55.58,3.79,0.45,10.23,0,28.09,1.86,2278,2179,51.11,48.89
6037273100,Census Tract 2731,273100,2742,2267,62,5,214,0,106,88,82.68,2.26,0.18,7.8,0,3.87,3.21,2185,557,79.69,20.31
6037273200,Census Tract 2732,273200,3229,2287,280,138,72,0,284,168,70.83,8.67,4.27,2.23,0,8.8,5.2,2110,1119,65.35,34.65
6037273300,Census Tract 2733,273300,2915,2085,446,0,70,0,223,91,71.53,15.3,0,2.4,0,7.65,3.12,2190,725,75.13,24.87
6037273402,Census Tract 2734.02,273402,2641,2432,157,0,5,0,12,35,92.09,5.94,0,0.19,0,0.45,1.33,2277,364,86.22,13.78
6037273502,Census Tract 2735.02,273502,2861,2384,207,18,58,0,45,149,83.33,7.24,0.63,2.03,0,1.57,5.21,2533,328,88.54,11.46
6037273600,Census Tract 2736,273600,2375,2201,42,0,34,0,28,70,92.67,1.77,0,1.43,0,1.18,2.95,2014,361,84.8,15.2
6037273700,Census Tract 2737,273700,2895,2382,155,0,92,0,104,162,82.28,5.35,0,3.18,0,3.59,5.6,2217,678,76.58,23.42
6037273800,Census Tract 2738,273800,2872,2289,99,11,234,0,121,118,79.7,3.45,0.38,8.15,0,4.21,4.11,2233,639,77.75,22.25
6037273902,Census Tract 2739.02,273902,4221,3707,76,13,162,0,36,227,87.82,1.8,0.31,3.84,0,0.85,5.38,3762,459,89.13,10.87
6037274100,Census Tract 2741,274100,4838,3226,696,0,474,0,86,356,66.68,14.39,0,9.8,0,1.78,7.36,4578,260,94.63,5.37
6037274202,Census Tract 2742.02,274202,4284,3340,88,0,352,0,382,122,77.96,2.05,0,8.22,0,8.92,2.85,3856,428,90.01,9.99
6037275101,Census Tract 2751.01,275101,1161,650,29,0,318,0,106,58,55.99,2.5,0,27.39,0,9.13,5,863,298,74.33,25.67
6037275102,Census Tract 2751.02,275102,4338,3000,251,4,174,0,647,262,69.16,5.79,0.09,4.01,0,14.91,6.04,1309,3029,30.18,69.82
6037275200,Census Tract 2752,275200,3751,2059,269,189,516,0,482,236,54.89,7.17,5.04,13.76,0,12.85,6.29,2326,1425,62.01,37.99
6037275302,Census Tract 2753.02,275302,5059,3570,217,0,781,0,158,333,70.57,4.29,0,15.44,0,3.12,6.58,4660,399,92.11,7.89
6037275311,Census Tract 2753.11,275311,5462,3203,230,19,1072,0,594,344,58.64,4.21,0.35,19.63,0,10.88,6.3,3853,1609,70.54,29.46
6037275400,Census Tract 2754,275400,4069,2968,100,89,624,0,56,232,72.94,2.46,2.19,15.34,0,1.38,5.7,3541,528,87.02,12.98
6037275500,Census Tract 2755,275500,5449,3611,376,20,454,0,656,332,66.27,6.9,0.37,8.33,0,12.04,6.09,1957,3492,35.91,64.09
6037275602,Census Tract 2756.02,275602,12100,7104,1098,0,2818,0,409,671,58.71,9.07,0,23.29,0,3.38,5.55,10449,1651,86.36,13.64
6037275603,Census Tract 2756.03,275603,2537,1527,68,0,648,0,171,123,60.19,2.68,0,25.54,0,6.74,4.85,1926,611,75.92,24.08
6037276000,Census Tract 2760,276000,5657,3848,379,56,708,0,360,306,68.02,6.7,0.99,12.52,0,6.36,5.41,4233,1424,74.83,25.17
6037276100,Census Tract 2761,276100,5739,1907,2017,0,1013,0,284,518,33.23,35.15,0,17.65,0,4.95,9.03,4713,1026,82.12,17.88
6037276400,Census Tract 2764,276400,4071,3411,99,0,316,0,35,210,83.79,2.43,0,7.76,0,0.86,5.16,3443,628,84.57,15.43
6037276500,Census Tract 2765,276500,5674,3639,394,20,885,10,283,443,64.13,6.94,0.35,15.6,0.18,4.99,7.81,4718,956,83.15,16.85
6037276601,Census Tract 2766.01,276601,4115,2979,224,0,593,0,37,282,72.39,5.44,0,14.41,0,0.9,6.85,3731,384,90.67,9.33
6037276603,Census Tract 2766.03,276603,5489,3742,668,27,707,0,188,157,68.17,12.17,0.49,12.88,0,3.43,2.86,4860,629,88.54,11.46
6037276604,Census Tract 2766.04,276604,4624,2620,371,87,917,0,361,268,56.66,8.02,1.88,19.83,0,7.81,5.8,3863,761,83.54,16.46
6037277000,Census Tract 2770,277000,5566,4157,211,79,742,0,173,204,74.69,3.79,1.42,13.33,0,3.11,3.67,4973,593,89.35,10.65
6037277100,Census Tract 2771,277100,3100,2006,64,33,419,11,109,458,64.71,2.06,1.06,13.52,0.35,3.52,14.77,2503,597,80.74,19.26
6037277200,Census Tract 2772,277200,2196,899,604,0,215,0,310,168,40.94,27.5,0,9.79,0,14.12,7.65,1432,764,65.21,34.79
6037277400,Census Tract 2774,277400,909,174,436,0,60,0,167,72,19.14,47.96,0,6.6,0,18.37,7.92,616,293,67.77,32.23
6037278001,Census Tract 2780.01,278001,2508,1724,141,0,304,57,85,197,68.74,5.62,0,12.12,2.27,3.39,7.85,1762,746,70.26,29.74
6037278102,Census Tract 2781.02,278102,3088,2569,31,0,214,0,145,129,83.19,1,0,6.93,0,4.7,4.18,2686,402,86.98,13.02
6037291110,Census Tract 2911.10,291110,4391,1137,2081,25,20,0,1100,28,25.89,47.39,0.57,0.46,0,25.05,0.64,2150,2241,48.96,51.04
6037291120,Census Tract 2911.20,291120,2407,462,804,0,45,0,1096,0,19.19,33.4,0,1.87,0,45.53,0,852,1555,35.4,64.6
6037291130,Census Tract 2911.30,291130,3626,942,650,37,359,0,1549,89,25.98,17.93,1.02,9.9,0,42.72,2.45,1203,2423,33.18,66.82
6037291210,Census Tract 2912.10,291210,5768,2374,560,15,959,15,1743,102,41.16,9.71,0.26,16.63,0.26,30.22,1.77,1995,3773,34.59,65.41
6037291220,Census Tract 2912.20,291220,3640,1619,327,0,594,0,995,105,44.48,8.98,0,16.32,0,27.34,2.88,1116,2524,30.66,69.34
6037291300,Census Tract 2913,291300,3037,913,289,11,1345,32,212,235,30.06,9.52,0.36,44.29,1.05,6.98,7.74,2289,748,75.37,24.63
6037292000,Census Tract 2920,292000,6567,1119,766,0,1177,12,2976,517,17.04,11.66,0,17.92,0.18,45.32,7.87,2928,3639,44.59,55.41
6037293201,Census Tract 2932.01,293201,6289,2217,375,14,1479,0,1783,421,35.25,5.96,0.22,23.52,0,28.35,6.69,2934,3355,46.65,53.35
6037293202,Census Tract 2932.02,293202,6740,1650,523,0,1009,0,3344,214,24.48,7.76,0,14.97,0,49.61,3.18,1976,4764,29.32,70.68
6037293301,Census Tract 2933.01,293301,3108,1203,42,0,1539,0,115,209,38.71,1.35,0,49.52,0,3.7,6.72,2674,434,86.04,13.96
6037293302,Census Tract 2933.02,293302,5082,2187,706,11,1302,148,475,253,43.03,13.89,0.22,25.62,2.91,9.35,4.98,3537,1545,69.6,30.4
6037293304,Census Tract 2933.04,293304,4832,1811,373,24,533,0,1912,179,37.48,7.72,0.5,11.03,0,39.57,3.7,1543,3289,31.93,68.07
6037293306,Census Tract 2933.06,293306,2436,1413,123,0,318,0,442,140,58,5.05,0,13.05,0,18.14,5.75,1349,1087,55.38,44.62
6037293307,Census Tract 2933.07,293307,2284,703,234,0,396,0,844,107,30.78,10.25,0,17.34,0,36.95,4.68,900,1384,39.4,60.6
6037294110,Census Tract 2941.10,294110,4129,2131,0,32,122,23,1553,268,51.61,0,0.78,2.95,0.56,37.61,6.49,631,3498,15.28,84.72
6037294120,Census Tract 2941.20,294120,2687,1411,92,106,55,0,836,187,52.51,3.42,3.94,2.05,0,31.11,6.96,201,2486,7.48,92.52
6037294200,Census Tract 2942,294200,4874,3230,136,29,170,19,1222,68,66.27,2.79,0.59,3.49,0.39,25.07,1.4,603,4271,12.37,87.63
